"activity" "subject" "TimeBodyAccelerometerelerometer.mean...X" "TimeBodyAccelerometerelerometer.mean...Y" "TimeBodyAccelerometerelerometer.mean...Z" "TimeGravityAccelerometerelerometer.mean...X" "TimeGravityAccelerometerelerometer.mean...Y" "TimeGravityAccelerometerelerometer.mean...Z" "TimeBodyAccelerometerelerometerJerk.mean...X" "TimeBodyAccelerometerelerometerJerk.mean...Y" "TimeBodyAccelerometerelerometerJerk.mean...Z" "TimeBodyGyroscopescope.mean...X" "TimeBodyGyroscopescope.mean...Y" "TimeBodyGyroscopescope.mean...Z" "TimeBodyGyroscopescopeJerk.mean...X" "TimeBodyGyroscopescopeJerk.mean...Y" "TimeBodyGyroscopescopeJerk.mean...Z" "TimeBodyAccelerometerelerometerMagnitudenitude.mean.." "TimeGravityAccelerometerelerometerMagnitudenitude.mean.." "TimeBodyAccelerometerelerometerJerkMagnitudenitude.mean.." "TimeBodyGyroscopescopeMagnitudenitude.mean.." "TimeBodyGyroscopescopeJerkMagnitudenitude.mean.." "FrequencyBodyAccelerometerelerometer.mean...X" "FrequencyBodyAccelerometerelerometer.mean...Y" "FrequencyBodyAccelerometerelerometer.mean...Z" "FrequencyBodyAccelerometerelerometer.meanFreq...X" "FrequencyBodyAccelerometerelerometer.meanFreq...Y" "FrequencyBodyAccelerometerelerometer.meanFreq...Z" "FrequencyBodyAccelerometerelerometerJerk.mean...X" "FrequencyBodyAccelerometerelerometerJerk.mean...Y" "FrequencyBodyAccelerometerelerometerJerk.mean...Z" "FrequencyBodyAccelerometerelerometerJerk.meanFreq...X" "FrequencyBodyAccelerometerelerometerJerk.meanFreq...Y" "FrequencyBodyAccelerometerelerometerJerk.meanFreq...Z" "FrequencyBodyGyroscopescope.mean...X" "FrequencyBodyGyroscopescope.mean...Y" "FrequencyBodyGyroscopescope.mean...Z" "FrequencyBodyGyroscopescope.meanFreq...X" "FrequencyBodyGyroscopescope.meanFreq...Y" "FrequencyBodyGyroscopescope.meanFreq...Z" "FrequencyBodyAccelerometerelerometerMagnitudenitude.mean.." "FrequencyBodyAccelerometerelerometerMagnitudenitude.meanFreq.." "FrequencyBodyAccelerometerelerometerJerkMagnitudenitude.mean.." "FrequencyBodyAccelerometerelerometerJerkMagnitudenitude.meanFreq.." "FrequencyBodyGyroscopescopeMagnitudenitude.mean.." "FrequencyBodyGyroscopescopeMagnitudenitude.meanFreq.." "FrequencyBodyGyroscopescopeJerkMagnitudenitude.mean.." "FrequencyBodyGyroscopescopeJerkMagnitudenitude.meanFreq.." "Angle.tBodyAccelerometerelerometerMean.Gravity." "Angle.tBodyAccelerometerelerometerJerkMean..GravityMean." "Angle.tBodyGyroscopescopeMean.GravityMean." "Angle.tBodyGyroscopescopeJerkMean.GravityMean." "Angle.X.GravityMean." "Angle.Y.GravityMean." "Angle.Z.GravityMean." "TimeBodyAccelerometerelerometer.std...X" "TimeBodyAccelerometerelerometer.std...Y" "TimeBodyAccelerometerelerometer.std...Z" "TimeGravityAccelerometerelerometer.std...X" "TimeGravityAccelerometerelerometer.std...Y" "TimeGravityAccelerometerelerometer.std...Z" "TimeBodyAccelerometerelerometerJerk.std...X" "TimeBodyAccelerometerelerometerJerk.std...Y" "TimeBodyAccelerometerelerometerJerk.std...Z" "TimeBodyGyroscopescope.std...X" "TimeBodyGyroscopescope.std...Y" "TimeBodyGyroscopescope.std...Z" "TimeBodyGyroscopescopeJerk.std...X" "TimeBodyGyroscopescopeJerk.std...Y" "TimeBodyGyroscopescopeJerk.std...Z" "TimeBodyAccelerometerelerometerMagnitudenitude.std.." "TimeGravityAccelerometerelerometerMagnitudenitude.std.." "TimeBodyAccelerometerelerometerJerkMagnitudenitude.std.." "TimeBodyGyroscopescopeMagnitudenitude.std.." "TimeBodyGyroscopescopeJerkMagnitudenitude.std.." "FrequencyBodyAccelerometerelerometer.std...X" "FrequencyBodyAccelerometerelerometer.std...Y" "FrequencyBodyAccelerometerelerometer.std...Z" "FrequencyBodyAccelerometerelerometerJerk.std...X" "FrequencyBodyAccelerometerelerometerJerk.std...Y" "FrequencyBodyAccelerometerelerometerJerk.std...Z" "FrequencyBodyGyroscopescope.std...X" "FrequencyBodyGyroscopescope.std...Y" "FrequencyBodyGyroscopescope.std...Z" "FrequencyBodyAccelerometerelerometerMagnitudenitude.std.." "FrequencyBodyAccelerometerelerometerJerkMagnitudenitude.std.." "FrequencyBodyGyroscopescopeMagnitudenitude.std.." "FrequencyBodyGyroscopescopeJerkMagnitudenitude.std.."
"WALKING_DOWNSTAIRS" 16 0.11459357 -0.040771677 -0.18899607 0.93074592 -0.19128318 -0.033911231 -0.55582915 -0.71739431 -0.56010949 -0.65971088 -0.33338185 -0.10880214 -0.52052061 -0.31070634 -0.40748749 -0.14400941 -0.14400941 -0.32228981 -0.39744443 -0.60474036 -0.18463426 -0.3084861 -0.47480314 -0.76415356 -0.23573169 -0.058274844 -0.35093282 -0.45031073 -0.55026081 -0.75668376 -0.77413359 -0.49175024 -0.53773234 -0.65213986 -0.34161182 -0.59715888 -0.21084942 -0.20075488 -0.11216889 -0.4056412 -0.29463435 -0.34931503 -0.57346032 -0.19461298 -0.69048776 -0.24485403 -0.97574463 -0.92851876 -0.98796895 -0.93093215 -0.8977466 0.12759313 -0.10738544 -0.11752938 -0.31760143 -0.50126993 -0.9870455 -0.98938198 -0.97641395 -0.32798933 -0.40599697 -0.59205714 -0.66116565 -0.686001 -0.41956568 -0.63066481 -0.71887743 -0.48088836 -0.12441824 -0.12441824 -0.29415023 -0.57405639 -0.69545806 -0.13049633 -0.38828491 -0.56979056 -0.3689043 -0.40766601 -0.66609259 -0.70087775 -0.71660228 -0.51543197 -0.2674069 -0.34814636 -0.64922809 -0.75177791
"WALKING_DOWNSTAIRS" 17 0.1125393 -0.059445029 -0.17596605 0.86014277 -0.26606816 -0.37009941 -0.56095147 -0.42534338 -0.51035219 -0.69192823 -0.40683767 -0.32592274 -0.59458318 -0.41701215 -0.55641742 -0.1883881 -0.1883881 -0.32717681 -0.46375035 -0.5747866 -0.2520725 -0.37567493 -0.5441682 -0.6144915 -0.18116458 -0.15247658 -0.35850663 -0.47834739 -0.56514126 -0.55264113 -0.66871457 -0.39344601 -0.50981876 -0.51242347 -0.36054283 -0.45305998 -0.24364817 -0.25435588 -0.15889122 -0.14152271 -0.29717594 -0.25989854 -0.57212529 -0.28773576 -0.65009463 -0.21397049 -0.83866615 -0.97171531 -0.97349856 -0.91628933 -0.78465774 0.19512377 0.075690172 -0.16274265 -0.34440326 -0.53905652 -0.98803716 -0.98966212 -0.9798305 -0.31577143 -0.43915455 -0.6304442 -0.59550688 -0.56629599 -0.4577222 -0.61112186 -0.6498339 -0.50542203 -0.21661016 -0.21661016 -0.32454269 -0.61360285 -0.67388609 -0.16830548 -0.36907313 -0.60198045 -0.33127628 -0.4330127 -0.70823336 -0.65520171 -0.6103127 -0.54326309 -0.37272653 -0.39623861 -0.71840164 -0.73192572
"WALKING_DOWNSTAIRS" 18 0.12025391 -0.071153563 -0.2142187 0.86364951 -0.23716674 -0.33651495 -0.64798961 -0.45094586 -0.94305695 -0.82390857 -0.39468388 -0.33233263 -0.53819432 -0.55859334 -0.48881421 -0.067066799 -0.067066799 -0.33763034 -0.42610135 -0.67438533 -0.18663817 -0.24603246 -0.52228206 -0.73219287 -0.27808297 -0.25249349 -0.29921465 -0.37746859 -0.60398392 -0.6658974 -0.67545641 -0.53577298 -0.61148712 -0.63991295 -0.4241431 -0.52361989 -0.58838869 -0.41828181 -0.12980185 -0.1527177 -0.27184451 -0.28800362 -0.63755343 -0.48768622 -0.74688396 -0.33643585 -0.84083872 -0.97070004 -0.99322283 -0.92031931 -0.83673077 0.17231867 -0.1260918 -0.099759975 -0.17102185 -0.47569674 -0.98663115 -0.98683978 -0.97670417 -0.23441309 -0.31804305 -0.65603637 -0.73265087 -0.57313356 -0.39974133 -0.64919272 -0.76880091 -0.58422821 -0.10468762 -0.10468762 -0.25775248 -0.63812422 -0.762868 -0.13071442 -0.18520921 -0.52111256 -0.31835496 -0.3218508 -0.71211599 -0.7731452 -0.56880453 -0.47795352 -0.28088397 -0.33089588 -0.71081862 -0.80511405
"WALKING_DOWNSTAIRS" 19 0.088857203 -0.061443342 -0.23564769 0.89892838 -0.26022557 -0.18949937 -0.67688023 -0.62081368 -0.55446342 -0.67919224 -0.43965723 -0.21745392 -0.55804407 -0.36149036 -0.43490089 -0.12748023 -0.12748023 -0.36869684 -0.36856668 -0.67350565 -0.22403631 -0.35404837 -0.44666137 -0.60088585 -0.17143253 -0.38386826 -0.27748544 -0.4367012 -0.58406778 -0.53268101 -0.57447713 -0.41305417 -0.58828049 -0.61442855 -0.41217974 -0.46889711 -0.65500878 -0.31525259 -0.13649678 -0.16019789 -0.18897728 -0.23199304 -0.64813488 -0.39964118 -0.741276 -0.18731518 -0.91953883 -0.86801325 -0.9752492 -0.930879 -0.91458652 0.11833856 -0.092522713 -0.046727599 -0.37670795 -0.43001508 -0.98549473 -0.9841729 -0.98948265 -0.17846365 -0.4016499 -0.64092913 -0.68769735 -0.43285679 -0.42939984 -0.60792682 -0.79604645 -0.54410417 -0.043082359 -0.043082359 -0.18545307 -0.61001544 -0.73932374 -0.020575896 -0.43402221 -0.50837407 -0.21657049 -0.40270167 -0.69939555 -0.71934361 -0.44507738 -0.48722906 -0.21504531 -0.26024966 -0.66259091 -0.75492578
"WALKING_DOWNSTAIRS" 20 0.11628627 -0.082030839 -0.23013389 0.75916486 -0.29309601 -0.44930277 -0.55379646 -0.8184245 -0.872717 -0.50581901 -0.46166671 -0.66184236 -0.56499361 -0.59759499 -1 -0.040481833 -0.040481833 -0.23001118 -0.28429246 -0.52213798 -0.24428823 0.021734921 -0.067658988 -0.58472137 -0.29786179 -0.31603065 -0.34350612 -0.25164937 -0.33736241 -0.47084617 -0.65539742 -0.59880016 -0.65704707 -0.3868119 0.063787292 -0.5699771 -0.4477876 -0.36598323 0.064485661 -0.21161402 -0.15810891 -0.27656967 -0.4384636 -0.16943253 -0.5859058 -0.37845767 -0.85989404 -0.85933986 -0.99590435 -0.69226109 -0.60697554 0.24462695 0.24144725 -0.17607852 0.073003424 0.03448584 -0.98476772 -0.97385251 -0.96856031 -0.30605455 -0.1946856 -0.4025417 -0.71353426 -0.33094406 0.022618328 -0.74464039 -0.6005007 -0.22081152 0.089339728 0.089339728 -0.17628606 -0.40409752 -0.62055908 -0.15061463 0.0015580532 0.0089423787 -0.32794262 -0.1852177 -0.46636827 -0.73893473 -0.30329748 -0.12795693 -0.0822998 -0.20537749 -0.53268186 -0.69960997
"WALKING_DOWNSTAIRS" 21 -0.025282608 -0.094826395 -0.25262367 0.92888555 -0.17505778 -0.038332136 -0.71711108 -0.55593622 -0.51188785 -0.66864826 -0.48476164 -0.092950148 -0.64243505 -0.57828975 -0.63855841 -0.21268084 -0.21268084 -0.51162788 -0.36288464 -0.69351367 -0.36627977 -0.35448952 -0.45081582 -0.7423855 -0.37839886 -0.31676383 -0.49998659 -0.57853534 -0.59847244 -0.6360947 -0.69191197 -0.4914204 -0.53083712 -0.54809499 -0.50347198 -0.85621801 -0.60054947 -0.49711687 -0.29855118 -0.32202638 -0.36983237 -0.37998197 -0.59574678 -0.57520729 -0.76690783 -0.27948593 -0.73132488 -0.90476993 -0.97731921 -0.9808654 -0.95445178 0.11956155 -0.0564262 -0.3182149 -0.33119697 -0.42621367 -0.98427681 -0.98311442 -0.97421596 -0.49012195 -0.55465257 -0.63457869 -0.63718219 -0.47269575 -0.51600476 -0.67915498 -0.77807675 -0.71014969 -0.33107336 -0.33107336 -0.40740638 -0.60143915 -0.77263981 -0.31793143 -0.46563856 -0.49265078 -0.53993669 -0.55793554 -0.69577851 -0.68804185 -0.4747927 -0.59504651 -0.45421512 -0.53091465 -0.67596379 -0.81609316
"WALKING_DOWNSTAIRS" 22 0.071035289 -0.073315382 -0.19809731 0.77714742 -0.36687719 -0.4286658 -0.76028941 -0.66184298 -0.59922124 -0.66049192 -0.49761802 -0.37961195 -0.64743554 -0.29857578 -0.42370869 -0.15765539 -0.15765539 -0.25588863 -0.52118948 -0.66380035 -0.16411022 -0.11389059 -0.43781833 -0.45820785 -0.25504992 -0.25079215 -0.20530816 -0.23953782 -0.54069403 -0.43287545 -0.61402919 -0.58210053 -0.56822376 -0.63844937 -0.41878265 -0.40609605 -0.32721125 -0.31256267 0.0015644208 -0.19741123 -0.17082609 -0.36750654 -0.66841826 -0.2194794 -0.69171053 -0.33970896 -0.92337645 -0.93848574 -0.97050458 -0.89372911 -0.89318645 0.12404852 -0.093172277 -0.21427827 -0.051254866 -0.42640418 -0.98755147 -0.98871154 -0.97683673 -0.22570667 -0.2048011 -0.56770151 -0.68783383 -0.62096383 -0.4271434 -0.591773 -0.7638866 -0.53060367 -0.080181111 -0.080181111 -0.077301869 -0.65120652 -0.70418969 -0.23609341 -0.12293185 -0.46836134 -0.33689897 -0.25150784 -0.6412226 -0.72902145 -0.6159944 -0.52538793 -0.27272499 -0.15358218 -0.72247396 -0.7441943
"WALKING_DOWNSTAIRS" 23 0.12166437 -0.05024955 -0.22327604 0.91989886 -0.12249169 0.11063262 -0.7389026 -0.55964357 -0.32346282 -0.51356056 -0.31473645 -0.13679603 -0.57127424 -0.23958623 -0.29222247 -0.29785407 -0.29785407 -0.46389351 -0.56284448 -0.70273138 -0.42344914 -0.43156403 -0.59654029 -0.55477227 -0.11638207 -0.22599183 -0.45613265 -0.44778951 -0.67224424 -0.41250468 -0.46155083 -0.50967243 -0.53982964 -0.77080075 -0.50939959 -0.44526611 -0.45658593 -0.084588969 -0.35838801 -0.047069412 -0.43646176 -0.19312648 -0.66350133 -0.36059446 -0.74620856 -0.12347035 -0.76649065 -0.93167343 -0.98889757 -0.97425443 -0.89848642 0.085225182 -0.11165475 -0.28479772 -0.47703554 -0.59356665 -0.98223354 -0.98018731 -0.98098001 -0.40174222 -0.45277858 -0.70937157 -0.66140736 -0.75996114 -0.62737871 -0.59044584 -0.85717791 -0.55984281 -0.42800727 -0.42800727 -0.47461681 -0.65311716 -0.77512877 -0.37535562 -0.56544384 -0.63448833 -0.44492753 -0.53500435 -0.74573628 -0.70772413 -0.76746494 -0.73358879 -0.56001121 -0.53069964 -0.7342052 -0.84160659
"WALKING_DOWNSTAIRS" 24 0.10035411 -0.060440717 -0.21072786 0.89278706 -0.21362249 0.00045383497 -0.59020815 -0.66009467 -0.55526773 -0.68864774 -0.37695368 -0.12855419 -0.46028893 -0.34635015 -0.37665013 0.078158851 0.078158851 -0.21020155 -0.35768616 -0.59985335 0.073109666 -0.15867693 -0.39622058 -0.65853216 -0.20728271 -0.26950278 -0.12867916 -0.27176856 -0.54974042 -0.6883445 -0.70457985 -0.4315808 -0.46741084 -0.55053298 -0.39281821 -0.61102113 -0.40066512 -0.33017936 0.10341638 -0.25000071 -0.014297555 -0.6447479 -0.55675489 -0.3912581 -0.71366248 -0.33439881 -0.9114857 -0.90964983 -0.96534223 -0.93008213 -0.87814005 0.17996426 -0.09030649 0.15640772 -0.1184149 -0.37139904 -0.98196163 -0.97705303 -0.97992925 -0.04775655 -0.23288092 -0.60797736 -0.58782513 -0.54750634 -0.35840797 -0.58752567 -0.72379302 -0.58577548 0.18131243 0.18131243 -0.039071812 -0.57268125 -0.73654087 0.1017438 -0.16350988 -0.45790827 -0.13379072 -0.30204045 -0.66719237 -0.65895543 -0.55068301 -0.45683692 0.020225963 -0.10002135 -0.67893077 -0.79021842
"WALKING_DOWNSTAIRS" 25 0.10024099 -0.073392369 -0.31781518 0.89701419 -0.20326386 -0.21993413 -0.83228625 -0.63588232 -0.74675388 -0.63273647 -0.45840717 -0.21038392 -0.51955184 -0.35667739 -0.86534747 -0.083113168 -0.083113168 -0.44350976 -0.51102185 -0.68968108 -0.16576467 -0.40868244 -0.46529022 -0.6794399 -0.29726557 -0.26917631 -0.3429766 -0.5270284 -0.59844342 -0.70777572 -0.63681547 -0.56002337 -0.58033963 -0.59289041 -0.5153528 -0.47361544 -0.28221727 -0.42772798 -0.19109858 -0.21271339 -0.35794789 -0.38494673 -0.64591594 -0.33905501 -0.7084223 -0.10170679 -0.92399428 -0.99340167 -0.97895514 -0.87005486 -0.9691723 0.060052628 -0.0275557 -0.038193543 -0.43355275 -0.4362732 -0.98722352 -0.98517245 -0.97721156 -0.33249949 -0.54759401 -0.64523614 -0.66142568 -0.58136229 -0.45830935 -0.71800493 -0.70594975 -0.63570593 -0.15264504 -0.15264504 -0.37539154 -0.64753374 -0.73346728 0.0077321565 -0.51710123 -0.467863 -0.38161639 -0.64383491 -0.70531655 -0.71869323 -0.57819234 -0.50865025 -0.26335835 -0.40668478 -0.71062104 -0.79522435
"WALKING_DOWNSTAIRS" 26 0.088292784 -0.080076821 -0.21414841 0.90103514 -0.18022667 -0.1125937 -0.85394626 -0.49657582 -0.51541237 -0.68514667 -0.49442305 -0.20574421 -0.4497963 -0.37596237 -0.55539178 -0.20317298 -0.20317298 -0.35685443 -0.44856744 -0.60924016 -0.30125229 -0.28793437 -0.45523168 -0.52112483 -0.092512751 -0.16423891 -0.33429867 -0.41934805 -0.50974839 -0.48596607 -0.6921895 -0.47457981 -0.49955336 -0.63113951 -0.41485939 -0.59137205 -0.24188228 -0.28479295 -0.16124568 -0.10857074 -0.34911954 -0.1916045 -0.55662437 -0.43321411 -0.66865274 -0.22595756 -0.92781639 -0.90763175 -0.97829303 -0.942419 -0.92458416 0.037238145 -0.054342471 -0.22223097 -0.31812452 -0.49163153 -0.98805382 -0.9837716 -0.98532862 -0.3239951 -0.41611974 -0.55034096 -0.65175135 -0.6446963 -0.42372855 -0.58507015 -0.69183096 -0.56691134 -0.14796841 -0.14796841 -0.36102689 -0.55295279 -0.69172256 -0.24690127 -0.39233325 -0.556805 -0.37410988 -0.48346681 -0.62749011 -0.72324836 -0.65581056 -0.51178582 -0.38734027 -0.38015132 -0.64688178 -0.74630747
"WALKING_DOWNSTAIRS" 27 0.16050705 -0.058694287 -0.22156704 0.90884731 -0.24615746 -0.21834379 -0.58583687 -0.71859392 -0.5977284 -0.82748592 -0.47587575 -0.15625095 -0.51436358 -0.58059236 -0.46004025 -0.29876973 -0.29876973 -0.35676422 -0.40009532 -0.49803983 -0.43860763 -0.29700927 -0.62507473 -0.54884137 -0.29101221 -0.24023263 -0.45122092 -0.42744994 -0.67159852 -0.57045357 -0.69299513 -0.65845489 -0.63218728 -0.50839185 -0.41996209 -0.51391176 -0.21164391 -0.36337635 -0.3405698 -0.10715797 -0.32050707 -0.23120855 -0.56345097 -0.19786815 -0.59642932 -0.53515601 -0.95767878 -0.96037389 -0.97514054 -0.97105637 -0.85241985 0.19913432 -0.0223602 -0.34821403 -0.33518759 -0.62579585 -0.98806155 -0.98933434 -0.98423432 -0.40235496 -0.38678239 -0.70494885 -0.75107235 -0.48667475 -0.50137162 -0.68947029 -0.64730371 -0.58202525 -0.30186529 -0.30186529 -0.32691568 -0.5909182 -0.58861255 -0.34486249 -0.39855097 -0.65616272 -0.42003465 -0.39063064 -0.73771971 -0.79086251 -0.51795669 -0.58299376 -0.42808479 -0.33954399 -0.70331846 -0.65139311
"WALKING_DOWNSTAIRS" 28 0.15280558 -0.072192704 -0.19629679 0.88496577 -0.26247314 -0.24464605 -0.29158405 -0.29231569 -0.23071483 -0.55641713 -0.43826202 -0.18664129 -0.48151019 -0.22237909 -0.34564014 -0.4033432 -0.4033432 -0.56254588 -0.59012353 -0.7741936 -0.53207212 -0.46728424 -0.64400052 -0.71819184 -0.35721401 -0.34183108 -0.58493148 -0.59744641 -0.74134362 -0.71669908 -0.68960403 -0.54373817 -0.73179639 -0.76373643 -0.56207854 -0.68913954 -0.57884064 -0.48911788 -0.44198679 -0.25985049 -0.54598702 -0.28347783 -0.74043705 -0.54295113 -0.83826814 -0.36184548 -0.74898795 -0.98179903 -0.97986562 -0.94887759 -0.80556297 0.20871586 -0.066500563 -0.49386863 -0.37760603 -0.60619195 -0.98916974 -0.99059238 -0.98003657 -0.54838443 -0.59289887 -0.76493783 -0.78497628 -0.71179418 -0.58417497 -0.79946133 -0.85419266 -0.73638169 -0.43087227 -0.43087227 -0.59119484 -0.74000594 -0.84031321 -0.47942787 -0.38720598 -0.62834023 -0.56014547 -0.61674816 -0.78683578 -0.80763027 -0.70729475 -0.64807567 -0.53518112 -0.65976514 -0.79825479 -0.85482202
"WALKING_DOWNSTAIRS" 29 0.097256431 -0.054484698 -0.23914146 0.86695286 -0.36738441 -0.1762351 -0.3194418 -0.89257378 -0.7146449 -0.81795955 -0.57343015 -0.1102397 -0.51749937 -0.66611538 -0.84551081 -0.01476814 -0.01476814 -0.28915815 -0.2348482 -0.44018326 -0.27924687 0.23699405 -0.46011975 -0.7215573 -0.30867149 -0.20826289 -0.39404451 -0.1752871 -0.57302947 -0.70828177 -0.90010716 -0.68776859 -0.42723062 -0.30160957 -0.090899788 -0.493256 -0.32672992 -0.41304222 -0.14386372 -0.31350207 -0.24399993 -0.35975978 -0.30577899 -0.31832293 -0.44730553 -0.29549392 -0.82510067 -0.9260918 -0.95379209 -0.9569039 -0.79969242 0.23336356 -0.042915889 -0.15218339 0.30000773 -0.41529393 -0.98470864 -0.97745097 -0.98365789 -0.34471813 -0.088893204 -0.57940831 -0.55268603 -0.34490799 -0.13618736 -0.56894666 -0.51438343 -0.30861841 -0.049005027 -0.049005027 -0.20426662 -0.31118199 -0.43215431 -0.12679244 0.21611147 -0.43622725 -0.36089553 -0.092943666 -0.58380083 -0.59247216 -0.39206157 -0.25276476 -0.2152162 -0.1785666 -0.46570466 -0.4938326
"WALKING_DOWNSTAIRS" 30 0.11486635 -0.077325502 -0.15545331 0.93187698 -0.17627836 -0.18846989 -0.52995299 -0.46160831 -0.40887173 -0.65210992 -0.27239886 -0.16029915 -0.65535305 -0.31134533 -0.24269427 -0.22552805 -0.22552805 -0.38697928 -0.50821172 -0.59444802 -0.40655756 -0.29802755 -0.42023724 -0.75898419 -0.28073295 -0.074294609 -0.48807997 -0.41073392 -0.46456154 -0.689307 -0.6701154 -0.62866516 -0.50293446 -0.59067203 -0.52644013 -0.4527745 -0.18242676 -0.16573721 -0.19995758 -0.22769317 -0.39334937 -0.31991836 -0.51422595 -0.10996627 -0.66994457 -0.12015179 -1 -0.86725337 -0.99429308 -0.95137208 -0.85884953 0.13004565 0.08518891 -0.29186398 -0.30700844 -0.39243124 -0.98515348 -0.97911712 -0.98213076 -0.47863268 -0.35725771 -0.51088401 -0.67057516 -0.61251453 -0.59525159 -0.52474604 -0.67007553 -0.61830861 -0.21564015 -0.21564015 -0.33120958 -0.54232996 -0.65023251 -0.34132269 -0.38474462 -0.46912602 -0.51554369 -0.37484101 -0.56652287 -0.72743486 -0.64730883 -0.65984064 -0.34608836 -0.35247896 -0.70157907 -0.6493434
"WALKING_UPSTAIRS" 1 0.077319451 -0.10498064 -0.31975079 0.79412128 -0.31235579 -0.419405 -0.24569764 -0.37314439 -0.55042684 -0.46081987 -0.38148744 -0.46163399 -0.38971833 -0.19817032 -0.25547412 -0.34008093 -0.34008093 -0.59780029 -0.47153646 -0.81197339 -0.63578419 -0.48053371 -0.50272181 -0.72302477 -0.40171324 -0.50237608 -0.67699692 -0.62604917 -0.67896111 -0.46621419 -0.70448098 -0.80486602 -0.69105729 -0.77241222 -0.68876459 -0.66178805 -0.59122891 -0.65265421 -0.57026232 -0.29928517 -0.60773218 -0.2276581 -0.75279843 -0.56668965 -0.85915844 -0.097902673 -0.74994896 -0.85730684 -0.99979012 -0.92925049 -0.68239729 -0.053804678 0.22797003 -0.50446638 -0.31009525 -0.26908197 -0.98731018 -0.98206906 -0.97613575 -0.61724659 -0.5887351 -0.68371556 -0.75323141 -0.76353927 -0.54087429 -0.76207447 -0.85091015 -0.82718935 -0.47705335 -0.47705335 -0.63756782 -0.75412582 -0.86223184 -0.48455619 -0.32179434 -0.241827 -0.63693507 -0.60417693 -0.69504048 -0.78478944 -0.76519266 -0.55847893 -0.55999576 -0.68313336 -0.81175986 -0.87977079
"WALKING_UPSTAIRS" 2 0.14085877 -0.076558729 -0.15623238 0.89102832 -0.36713357 -0.07822989 -0.42513808 -0.35407112 -0.31412688 -0.41215344 -0.52978635 -0.1189745 -0.40714936 -0.5925952 -0.37350114 -0.2642458 -0.2642458 -0.5954524 -0.31658604 -0.67423438 -0.5742091 -0.45145731 -0.52128511 -0.7180891 -0.34730898 -0.72493091 -0.65954337 -0.60862455 -0.75472186 -0.56750051 -0.7841857 -0.78493488 -0.69308859 -0.45637365 -0.62337005 -0.48122346 -0.61622077 -0.3896477 -0.48149337 -0.39514308 -0.6585611 -0.19171562 -0.49823933 -0.49041366 -0.73052558 -0.20825142 -0.93959762 -0.81783331 -0.98446146 -0.90429865 -0.73017965 0.2757426 0.036457046 -0.47091075 -0.2376815 -0.11153777 -0.98223452 -0.98846584 -0.94778667 -0.61795766 -0.57026659 -0.76895618 -0.76357626 -0.24470503 -0.66346585 -0.73045659 -0.69792143 -0.73990102 -0.44135997 -0.44135997 -0.68544289 -0.35911014 -0.74889161 -0.50983202 -0.21683052 -0.019915788 -0.60897637 -0.57657881 -0.80415563 -0.78818615 -0.17274192 -0.70839222 -0.54416815 -0.73395306 -0.40567899 -0.79381781
"WALKING_UPSTAIRS" 3 0.015401592 -0.089861762 -0.25478287 0.81621341 -0.41168261 -0.431578 -0.52269899 -0.58610662 -0.55675461 -0.69505911 -0.66595949 -0.4185071 -0.71929379 -0.39929624 -0.50575883 -0.15162967 -0.15162967 -0.49318352 -0.42560383 -0.7397139 -0.38798927 -0.33344822 -0.60504447 -0.85664807 -0.39919481 -0.58681647 -0.57386235 -0.50786293 -0.77191201 -1 -0.71475821 -0.88209695 -0.68261533 -0.72472921 -0.51036716 -0.60662468 -0.50087951 -0.59994085 -0.34785917 -0.30436214 -0.53112786 -0.44628924 -0.64626695 -0.57850779 -0.7970376 -0.15339318 -0.93341816 -0.97475748 -0.99709106 -0.83459455 -0.65362065 0.17408715 0.13787159 -0.24527418 -0.27479527 -0.44720735 -0.98836066 -0.96983578 -0.97985966 -0.47767775 -0.48977491 -0.78878327 -0.74018451 -0.69708852 -0.39091538 -0.80089967 -0.83707324 -0.73363488 -0.31011416 -0.31011416 -0.55212194 -0.63562062 -0.8063592 -0.19580443 -0.29477003 -0.43202374 -0.43428294 -0.54165808 -0.80365 -0.77387428 -0.68320702 -0.42329113 -0.39814651 -0.59941615 -0.6948976 -0.83204623
"WALKING_UPSTAIRS" 4 0.058825669 -0.16110183 -0.24207289 0.85919205 -0.43742632 -0.16882632 -0.47427376 -0.49801264 -0.33706589 -0.45818719 -0.67498106 -0.2437879 -0.53936334 -0.24515738 -0.53138562 -0.36726466 -0.36726466 -0.59010482 -0.59620453 -0.76022084 -0.55324672 -0.35479254 -0.6305837 -0.68243744 -0.36472936 -0.69508951 -0.60259682 -0.51813319 -0.79767969 -0.60602958 -0.69764753 -0.76225149 -0.66722742 -0.77242608 -0.60404833 -0.68489068 -0.73149676 -0.46909675 -0.48303932 -0.23526044 -0.56736274 -0.20990514 -0.73578794 -0.50072108 -0.82627283 -0.17000123 -0.84995782 -0.89346438 -0.98327246 -0.95855437 -0.66274148 0.30755525 0.072413222 -0.46700175 -0.22670495 -0.53297738 -0.984561 -0.98709221 -0.96686946 -0.58853031 -0.47124278 -0.81733798 -0.77167387 -0.69590087 -0.64891217 -0.69078269 -0.8721137 -0.71818911 -0.50807055 -0.50807055 -0.60969235 -0.73719026 -0.82434633 -0.47348734 -0.26167125 -0.51861171 -0.62595829 -0.51549517 -0.83545978 -0.80949328 -0.67117766 -0.70261241 -0.59869658 -0.6775674 -0.78435317 -0.84259432
